       table_name        |                   constraint_name                   | constraint_type |          column_name          |   foreign_table_name    |      foreign_column_name      
 saidas_balanca          | saidas_balanca_peso_tara_kg_not_null                | CHECK           |                               | saidas_balanca          | peso_tara_kg
 saidas_balanca          | saidas_balanca_peso_tara_positivo_check             | CHECK           |                               | saidas_balanca          | peso_tara_kg
 saidas_balanca          | saidas_balanca_placa_caminhao_formato_check         | CHECK           |                               | saidas_balanca          | placa_caminhao
 saidas_balanca          | saidas_balanca_placa_caminhao_not_null              | CHECK           |                               | saidas_balanca          | placa_caminhao
 saidas_balanca          | saidas_balanca_produto_not_null                     | CHECK           |                               | saidas_balanca          | produto
 saidas_balanca          | saidas_balanca_associado_por_user_id_fkey           | FOREIGN KEY     | associado_por_user_id         | users                   | id
 saidas_balanca          | saidas_balanca_contrato_id_fkey                     | FOREIGN KEY     | contrato_id                   | contratos               | id
 saidas_balanca          | saidas_balanca_criado_por_user_id_fkey              | FOREIGN KEY     | criado_por_user_id            | users                   | id
 saidas_balanca          | saidas_balanca_pkey                                 | PRIMARY KEY     | id                            | saidas_balanca          | id
 users                   | users_created_at_not_null                           | CHECK           |                               | users                   | created_at
 users                   | users_disabled_not_null                             | CHECK           |                               | users                   | disabled
 users                   | users_id_not_null                                   | CHECK           |                               | users                   | id
 users                   | users_login_not_null                                | CHECK           |                               | users                   | login
 users                   | users_must_change_password_not_null                 | CHECK           |                               | users                   | must_change_password
 users                   | users_password_hash_not_null                        | CHECK           |                               | users                   | password_hash
 users                   | users_role_check                                    | CHECK           |                               | users                   | role
 users                   | users_role_not_null                                 | CHECK           |                               | users                   | role
 users                   | users_updated_at_not_null                           | CHECK           |                               | users                   | updated_at
 users                   | users_pkey                                          | PRIMARY KEY     | id                            | users                   | id
 users                   | users_login_key                                     | UNIQUE          | login                         | users                   | login
 vendedores              | vendedores_atualizado_em_not_null                   | CHECK           |                               | vendedores              | atualizado_em
 vendedores              | vendedores_criado_em_not_null                       | CHECK           |                               | vendedores              | criado_em
 vendedores              | vendedores_id_not_null                              | CHECK           |                               | vendedores              | id
 vendedores              | vendedores_nome_completo_not_null                   | CHECK           |                               | vendedores              | nome_completo
 vendedores              | vendedores_nome_not_null                            | CHECK           |                               | vendedores              | nome
 vendedores              | vendedores_pkey                                     | PRIMARY KEY     | id                            | vendedores              | id
 vendedores              | vendedores_nome_unique                              | UNIQUE          | nome                          | vendedores              | nome
